City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,arzgir,45.3728,44.2206,55.96,53,64,11.32,RU,1741798601
364,saint-leu,-21.15,55.2833,81.46,78,41,6.2,RE,1741798602
365,mangrol,21.1167,70.1167,80.65,56,0,11.03,IN,1741798603
366,bahau,2.8079,102.4049,74.03,98,99,2.28,MY,1741798604
367,sulak,43.2734,47.5146,44.85,83,72,12.91,RU,1741798605
368,dakhla,23.6848,-15.958,69.82,73,40,12.66,EH,1741798606
369,timimoun,29.2639,0.231,86.38,14,0,9.22,DZ,1741798607
370,warmbaths,-24.8833,28.2833,73.92,53,79,3.87,ZA,1741798609
371,grahamstown,-33.3042,26.5328,67.08,84,13,11.88,ZA,1741798610
372,lashio,22.9333,97.75,61.74,38,0,1.59,MM,1741798611
373,andergrove,-21.0833,149.1833,77.05,80,26,12.66,AU,1741798612
374,warmbad,-28.45,18.7333,93.79,17,0,7.81,NA,1741798613
375,san antonio oeste,-40.7319,-64.9477,73.51,26,0,14.79,AR,1741798548
376,damme,52.5167,8.2,45.66,71,88,1.99,DE,1741798432
377,tekeli,44.83,78.8239,15.1,56,8,10.36,KZ,1741798618
378,plaza huincul,-38.926,-69.2086,71.73,23,22,17.92,AR,1741798619
379,langepas,61.2544,75.2124,19.27,85,100,18.77,RU,1741798620
380,kapuvar,47.5922,17.0289,59.56,54,98,17.81,HU,1741798621
381,mariental,-24.6333,17.9667,88.84,24,43,13.53,NA,1741798622
382,mount pearl,47.5166,-52.7813,42.46,57,20,20.71,CA,1741798525
383,bodaybo,57.8506,114.1933,1.98,99,100,1.28,RU,1741798624
384,salinopolis,-0.6136,-47.3561,79.61,89,99,9.46,BR,1741798626
385,vilyuchinsk,52.9306,158.4028,3.47,90,6,7.47,RU,1741798627
386,shakawe,-18.3667,21.85,76.44,64,78,4.83,BW,1741798628
387,utrik,11.2278,169.8474,80.28,78,92,20.45,MH,1741798629
388,roma,43.2128,-75.4557,37.69,41,77,1.99,US,1741798630
389,lamarque,-39.423,-65.7021,74.61,23,0,13.11,AR,1741798631
390,qa'en,33.7265,59.1844,49.28,71,48,11.27,IR,1741798632
391,london,51.5085,-0.1257,46.98,60,40,9.22,GB,1741798190
392,larkird,35.4894,66.6641,36.55,87,67,2.3,AF,1741798634
393,colonia,50.9333,6.95,45.97,61,40,3.44,DE,1741798539
394,massawa,15.6097,39.45,78.57,72,1,4.83,ER,1741798636
395,mount gambier,-37.8333,140.7667,61.93,76,69,3.91,AU,1741798637
396,yerofey pavlovich,53.9667,121.9667,-4.95,94,100,3.8,RU,1741798638
397,coronel dorrego,-38.7187,-61.2873,66.6,39,2,9.64,AR,1741798639
398,kruisfontein,-34.0033,24.7314,68.04,87,0,10.71,ZA,1741798640
399,shalqar,47.8333,59.6,23.61,96,100,5.5,KZ,1741798641
400,sinop,41.7711,34.8709,57.97,44,60,12.01,TR,1741798642
401,uturoa,-16.7333,-151.4333,82.9,75,68,13.18,PF,1741798643
402,escarcega,18.6089,-90.7454,89.1,37,1,5.19,MX,1741798644
403,lucapa,-8.4192,20.7447,68.2,92,100,2.89,AO,1741798389
404,fada,7.25,4.0667,82.96,77,100,6.4,NG,1741798647
405,horta,38.5333,-28.6333,56.84,69,40,25.32,PT,1741798648
406,cole harbour,44.6724,-63.4751,44.56,68,75,13.8,CA,1741798649
407,coyhaique,-45.5752,-72.0662,62.02,62,98,4.32,CL,1741798520
408,retreat,38.8245,-85.8533,72.99,30,62,8.99,US,1741798651
409,christchurch,-43.5333,172.6333,50.92,89,100,5.75,NZ,1741798652
410,sigulda,57.1519,24.8647,41.38,90,100,4.12,LV,1741798653
411,bodo,67.28,14.405,30.24,47,0,6.91,NO,1741798654
412,tangalle,6.024,80.7911,77.34,88,73,2.17,LK,1741798655
413,al bawiti,28.3492,28.8659,72.64,15,51,7.65,EG,1741798656
414,khandyga,62.6667,135.6,-34.01,100,75,1.01,RU,1741798657
415,tulum,20.2167,-87.4667,78.82,64,97,5.3,MX,1741798658
416,diamantino,-14.4086,-56.4461,87.24,60,15,2.62,BR,1741798659
417,shizunai-furukawacho,42.3339,142.3669,43.09,64,100,13.42,JP,1741798660
418,petropavlovsk-kamchatsky,53.0452,158.6483,1.99,55,0,13.42,RU,1741798661
419,margate,51.3813,1.3862,43.88,67,54,13.65,GB,1741798458
420,armacao de buzios,-22.7469,-41.8817,93.36,80,13,15.17,BR,1741798661
421,walvis bay,-22.9575,14.5053,70.75,68,0,8.05,NA,1741798664
422,mytilene,39.11,26.5547,67.82,42,20,13.8,GR,1741798665
423,janeng,-25.4167,25.55,68.36,74,67,6.69,BW,1741798666
424,atafu village,-8.5421,-172.5159,82.65,75,16,13.42,TK,1741798667
425,alvorada,-12.48,-49.1247,88.05,59,94,5.57,BR,1741798669
426,namtsy,62.7161,129.6658,-30.8,100,100,2.08,RU,1741798670
427,cruzeiro do sul,-29.5128,-51.9853,80.53,71,99,7.61,BR,1741798671
428,burela de cabo,43.65,-7.4,48.74,84,90,6.22,ES,1741798672
429,brisas de zicatela,15.8369,-97.0419,84.42,60,44,10.94,MX,1741798673
430,mhamid,29.82,-5.72,79.25,19,3,8.63,MA,1741798674
431,san ramon de la nueva oran,-23.1322,-64.326,85.42,48,85,4.85,AR,1741798675
432,minas de marcona,-15.2119,-75.1103,73.47,56,93,12.44,PE,1741798676
433,prince george,53.9166,-122.753,27.84,84,100,17.27,CA,1741798586
434,yorkton,51.2167,-102.4677,26.44,93,100,8.05,CA,1741798626
435,mahibadhoo,3.7833,72.9667,81.14,77,100,8.08,MV,1741798679
436,puerto baquerizo moreno,-0.9,-89.6,81.59,83,75,9.22,EC,1741798680
437,kavaratti,10.5669,72.642,83.57,75,100,16.53,IN,1741798681
438,plettenberg bay,-34.0527,23.3716,66.49,92,25,3.33,ZA,1741798631
439,preobrazheniye,42.9019,133.9064,36.68,72,58,10.45,RU,1741798683
440,kyren,51.6828,102.1408,10.22,87,80,1.81,RU,1741798684
441,bakchar,57.0186,82.0711,2.73,97,29,6.4,RU,1741798685
442,akrehamn,59.2667,5.1833,39.45,60,0,11.5,NO,1741798686
443,pimentel,-6.8367,-79.9342,80.89,61,0,12.66,PE,1741798687
444,nadi,-17.8,177.4167,77.0,100,40,0.0,FJ,1741798688
445,kattivakkam,13.2167,80.3167,84.29,78,100,5.21,IN,1741798689
446,isla mujeres,21.2311,-86.731,83.08,64,83,7.67,MX,1741798690
447,kudahuvadhoo,2.6708,72.8944,82.15,76,99,7.23,MV,1741798691
448,sekong,-6.3996,106.0252,73.87,96,55,2.06,ID,1741798692
449,manaure,11.7751,-72.4445,86.81,53,26,9.31,CO,1741798694
450,haiku-pauwela,20.9219,-156.3051,69.26,82,20,15.01,US,1741798695
451,zhongxiang,31.1661,112.5831,53.67,90,100,8.84,CN,1741798696
452,sretensk,52.2453,117.7093,-9.02,100,87,0.96,RU,1741798697
453,zagora,30.3484,-5.8365,76.77,21,15,9.95,MA,1741798698
454,cidade velha,14.9167,-23.6167,75.67,57,20,18.41,CV,1741798699
455,mizusawa,39.1333,141.1333,46.94,85,100,4.59,JP,1741798700
456,ostersund,63.1792,14.6357,25.25,88,40,8.05,SE,1741798701
457,wagar,16.1525,36.2032,88.86,20,0,8.93,SD,1741798702
458,huarmey,-10.0681,-78.1522,76.3,73,38,10.47,PE,1741798703
459,mbanza kongo,-6.267,14.2401,77.76,83,88,3.24,AO,1741798704
460,carutapera,-1.195,-46.02,81.16,88,40,7.65,BR,1741798705
461,mitchell,43.7094,-98.0298,49.15,56,0,3.44,US,1741798706
462,sinabang,2.4803,96.3801,79.79,87,100,5.95,ID,1741798707
463,coahuayana de hidalgo,18.7,-103.6583,85.64,50,6,5.55,MX,1741798708
464,colares,38.7992,-9.4469,56.79,87,75,12.66,PT,1741798709
465,barcelos,41.5388,-8.6151,55.31,78,99,3.15,PT,1741798710
466,yashkul',46.1711,45.3435,54.09,59,74,13.94,RU,1741798711
467,flekkefjord,58.2971,6.6607,32.45,84,100,2.84,NO,1741798712
468,klaksvik,62.2266,-6.589,38.16,82,95,13.78,FO,1741798713
469,cockburn town,21.4612,-71.1419,75.49,64,30,10.16,TC,1741798715
470,kavieng,-2.5744,150.7967,81.23,79,99,7.81,PG,1741798716
471,mersing,2.4312,103.8405,82.31,83,20,9.22,MY,1741798717
472,nova vicosa,-17.8919,-39.3719,86.85,56,38,12.82,BR,1741798718
473,toulepleu guere,6.574,-8.4259,90.34,48,88,2.24,CI,1741798719
474,gaoping,30.7758,106.1029,52.41,88,83,3.87,CN,1741798720
475,fort bragg,35.139,-79.006,74.93,37,0,5.75,US,1741798721
476,arkhangel'sk,64.5401,40.5433,23.11,86,100,4.47,RU,1741798722
477,urengoy,65.9667,78.3667,15.31,93,100,27.74,RU,1741798723
478,antonio enes,-16.2325,39.9086,78.46,91,84,12.46,MZ,1741798724
479,ashland,40.8167,-82.2665,55.81,75,15,5.26,US,1741798725
480,pergamino,-33.89,-60.5736,63.95,55,75,13.22,AR,1741798726
481,dalandzadgad,43.5708,104.425,32.4,29,85,8.14,MN,1741798727
482,boundiali,9.5217,-6.4869,97.34,25,100,7.83,CI,1741798457
483,togur,58.3631,82.8265,2.97,96,14,7.67,RU,1741798729
484,khujner,23.7833,76.6,82.83,14,0,8.21,IN,1741798730
485,dinghaicun,26.2847,119.7936,56.39,99,52,13.98,CN,1741798731
486,nova xavantina,-14.6667,-52.35,90.66,53,91,1.01,BR,1741798732
487,taro,-8.3862,115.28,68.58,95,61,0.78,ID,1741798733
488,ust'-kulom,61.6864,53.6902,23.85,96,99,4.25,RU,1741798735
489,yeraliyev,43.2,51.65,53.44,55,42,8.7,KZ,1741798736
490,maracas,-13.4411,-40.4308,87.62,32,1,8.46,BR,1741798737
491,puerto deseado,-47.7503,-65.8938,65.19,39,41,16.51,AR,1741798738
492,sobral,-3.6861,-40.3497,85.77,65,88,4.9,BR,1741798739
493,banda aceh,5.5577,95.3222,80.06,84,100,9.46,ID,1741798740
494,biankouma,7.7391,-7.6138,79.5,64,95,6.62,CI,1741798457
495,emporia,38.4039,-96.1817,62.8,48,0,5.75,US,1741798742
496,madalena,41.2162,-8.3345,56.55,83,100,3.91,PT,1741798743
497,tarauaca,-8.1614,-70.7656,83.82,76,72,2.46,BR,1741798744
498,san antonio,29.4241,-98.4936,75.38,67,40,9.22,US,1741798597
499,luwuk,-0.9516,122.7875,71.71,85,89,4.12,ID,1741798746
500,gorontalo,0.5412,123.0595,72.99,96,79,3.09,ID,1741798747
501,de aar,-30.6497,24.0123,80.82,29,50,5.84,ZA,1741798748
502,delmas,18.5447,-72.3028,88.52,48,40,3.44,HT,1741798466
503,khorinsk,52.1657,109.7726,-1.34,95,27,3.62,RU,1741798750
504,motueka,-41.1333,173.0167,55.09,81,39,6.08,NZ,1741798751
505,williamson,30.6502,-97.6003,77.25,63,3,13.0,US,1741798752
506,duyun,26.2667,107.5167,54.05,98,100,3.89,CN,1741798753
507,egilsstadir,65.2653,-14.3948,44.51,57,20,9.22,IS,1741798754
508,skovorodino,53.9833,123.9167,-3.03,97,100,3.6,RU,1741798755
509,martuk,50.7475,56.5056,33.26,87,99,11.65,KZ,1741798756
510,jamaame,0.0697,42.745,79.5,83,100,10.04,SO,1741798757
511,gilford,43.5476,-71.4067,38.37,39,0,10.36,US,1741798694
512,inarajan village,13.2736,144.7484,79.77,86,51,17.27,GU,1741798761
513,darwin,-12.4611,130.8418,76.98,100,100,2.3,AU,1741798623
514,zag,46.9441,99.165,-8.18,94,95,3.27,MN,1741798763
515,beau vallon,-20.4189,57.6953,80.83,83,40,3.44,MU,1741798764
516,middelburg,-25.7751,29.4648,67.01,65,95,11.23,ZA,1741798765
517,rio casca,-20.2261,-42.6508,90.73,42,14,4.25,BR,1741798766
518,benemerito de las americas,16.5167,-90.6439,86.63,49,18,3.38,MX,1741798767
519,guozhen,34.3659,107.359,45.54,45,35,2.77,CN,1741798768
520,bataipora,-22.2953,-53.2711,77.41,71,98,4.36,BR,1741798770
521,svislach,53.6404,27.9199,48.45,70,65,4.94,BY,1741798771
522,shahr-e babak,30.1165,55.1186,55.89,35,96,10.16,IR,1741798772
523,conduaga,8.862,117.4893,77.4,86,35,2.1,PH,1741798773
524,crucecita,-28.95,-58.9833,92.17,20,14,9.24,AR,1741798775
525,kisesa,-3.0833,34.15,63.93,96,77,10.2,TZ,1741798776
526,dubinino,55.6192,89.0911,2.12,98,61,4.32,RU,1741798777
527,sakakah,29.9697,40.2064,69.37,39,0,8.75,SA,1741798628
528,dudinka,69.4058,86.1778,2.91,79,100,31.03,RU,1741798779
529,labrador city,52.9463,-66.9114,-4.09,59,20,16.11,CA,1741798780
530,lexington park,38.2668,-76.4538,59.83,36,0,5.75,US,1741798781
531,murashi,59.3999,48.9615,32.23,100,100,0.76,RU,1741798782
532,daru,-9.0763,143.2092,78.21,87,100,3.47,PG,1741798783
533,poronaysk,49.2167,143.1167,25.56,96,100,6.85,RU,1741798785
534,machado,-21.6747,-45.9197,84.65,51,6,3.6,BR,1741798786
535,ouesso,1.6136,16.0517,81.79,62,97,4.32,CG,1741798787
536,kotel'nikovo,47.6317,43.1461,57.81,53,100,11.14,RU,1741798788
537,porbandar,21.6422,69.6093,81.63,49,0,12.88,IN,1741798789
538,lanxi,29.2195,119.477,57.22,93,100,2.53,CN,1741798790
539,yunyang,33.4474,112.7142,55.38,51,100,3.62,CN,1741798791
540,happy valley-goose bay,53.3168,-60.3315,21.51,93,100,2.3,CA,1741798792
541,willowmore,-33.2926,23.4895,78.94,37,0,12.17,ZA,1741798793
542,usinsk,65.9939,57.5281,6.82,97,70,10.13,RU,1741798546
543,nuuk,64.1835,-51.7216,41.61,70,75,4.61,GL,1741798796
544,liwale,-9.7667,37.9333,72.37,96,100,2.98,TZ,1741798797
545,tidjikja,18.5564,-11.4271,90.66,12,1,10.76,MR,1741798798
546,tlanalapa,19.8167,-98.6,70.61,17,4,7.0,MX,1741798799
547,matabhanga,26.3333,89.2167,74.3,31,17,7.54,IN,1741798800
548,salinas,36.6777,-121.6555,57.79,84,100,19.57,US,1741798529
549,karis,60.0718,23.6616,29.62,83,100,11.14,FI,1741798802
550,kargasok,59.0556,80.8572,10.15,91,49,11.32,RU,1741798803
551,vicksburg,32.3526,-90.8779,73.78,62,0,13.8,US,1741798805
552,kyzyl-mazhalyk,51.1333,90.6,6.13,78,100,4.94,RU,1741798806
553,buckhannon,38.994,-80.232,72.14,30,0,10.36,US,1741798807
554,beawar,26.1,74.3167,79.7,16,67,7.14,IN,1741798808
555,north battleford,52.7834,-108.2847,24.89,93,100,4.61,CA,1741798729
556,dragor,55.5946,12.6664,42.22,81,20,5.75,DK,1741798810
557,kenora,49.8167,-94.4337,23.97,80,100,8.05,CA,1741798590
558,selkirk,50.1436,-96.8845,25.18,75,98,1.01,CA,1741798739
559,shahrak,34.1074,64.3052,32.47,93,91,1.81,AF,1741798813
560,chimore,-16.9833,-65.1333,71.64,100,100,0.49,BO,1741798814
561,el charco,2.4769,-78.1105,77.02,65,100,3.6,CO,1741798815
562,acapulco de juarez,16.8634,-99.8901,79.32,56,15,8.03,MX,1741798816
563,sumbawanga,-7.9667,31.6167,69.6,73,20,0.0,TZ,1741798817
564,ain arnat,36.1868,5.3135,55.2,50,75,17.27,DZ,1741798818
565,jiangyan,32.5061,120.1428,49.93,89,100,8.7,CN,1741798819
566,lospalos,-8.5186,127.0025,72.45,91,100,1.92,TL,1741798821
567,pitimbu,-7.4706,-34.8086,83.66,67,64,13.82,BR,1741798822
568,choibalsan,48.0667,114.5,18.97,50,15,2.55,MN,1741798823
569,solnechnyy,50.7214,136.6319,14.61,91,100,8.48,RU,1741798824
570,peace river,56.2501,-117.286,5.31,78,75,9.22,CA,1741798594
571,aral,40.5156,81.2636,48.51,26,0,1.92,CN,1741798826
572,sotouboua,8.5667,0.9833,90.14,36,100,4.92,TG,1741798827
573,north shore,-36.8,174.75,60.4,85,100,1.01,NZ,1741798828
574,tobruk,32.0836,23.9764,73.11,35,48,10.85,LY,1741798829
575,robertsport,6.7533,-11.3686,79.88,80,60,14.14,LR,1741798832
576,grand-bassam,5.2118,-3.7388,84.16,78,100,12.57,CI,1741798833
577,kovernino,57.1253,43.8142,36.39,99,100,4.18,RU,1741798834
578,mirialguda,16.8667,79.5833,82.08,48,12,8.84,IN,1741798835
579,freisen,49.55,7.25,40.12,75,100,1.66,DE,1741798836
580,pangkalanbuun,-2.6833,111.6167,75.72,96,99,2.24,ID,1741798837
581,colgong,25.2667,87.2167,76.55,24,0,5.93,IN,1741798838
582,kayangel,8.0823,134.7173,81.05,83,95,18.86,PW,1741798839
583,callao,-12.0667,-77.15,77.29,69,75,13.8,PE,1741798753
584,crane,31.3974,-102.3501,70.68,13,45,25.79,US,1741798841
585,mbaiki,3.8678,17.9892,90.81,27,80,2.48,CF,1741798842
586,la sarre,48.8002,-79.1996,13.98,80,98,6.35,CA,1741798844
587,danjiangkou,32.5428,111.5086,52.57,82,100,7.43,CN,1741798845
588,toma,12.7667,-2.8833,105.37,13,52,10.27,BF,1741798846
589,hoemul-li,41.4339,129.67,39.0,46,2,13.15,KP,1741798847
590,tiznit,29.5833,-9.5,63.99,62,80,7.34,MA,1741798848
591,tanout,14.9709,8.8879,97.34,10,83,9.46,NE,1741798849
592,tarija,-21.5355,-64.7296,71.51,56,75,3.44,BO,1741798831
593,punta del este,-34.9667,-54.95,68.11,73,75,10.36,UY,1741798603
594,grand falls-windsor,48.9332,-55.6649,37.51,83,100,8.01,CA,1741798852
